x,y,z,cluster,title,id
-17.709412,5.5776906,-28.346037,14,Parents and caregivers who completed the entire training that demonstrated a positive change between pre-post training score,1747
-17.72778,5.853472,-28.29061,14,of caregivers/parents who completed the entire training that demonstrate a positive change between pre-post -training score,1754
9.169654,18.614927,-11.806833,15,"of reported cases of violence against girls and boys, reached by health, social work and/or justice/law enforcement services",1447
9.169654,18.614927,-11.806833,15,"Of reported cases of violence against girls and boys, reached by health, social work and/or justice/law enforcement services",1649
9.458789,18.747368,-11.980815,15,"Of reported cases of violence against girls and boys, reached by health, social work and/or justice/law enforcement services3",1690
5.275146,-9.669976,-23.08691,16,Output indicator 1.1.2:  Number of children and adolescents (13-18 years) enrolled in learning support service,842
0.8906651,-12.785166,-22.559813,16,"Output indicator 1.1.3:  Number of eligible children and adolescents referred to formal and non-formal certified education programmes (i.e. Basic & early childhood education, Catchup and Dropout)",843
5.2762647,-9.670547,-23.087446,16,Output indicator 1.1.2: Number of children and adolescents (13-18 years) enrolled in learning support service,878
1.076346,-12.698464,-22.03703,16,"Output indicator 1.1.3: Number of eligible children and adolescents referred to formal and non-formal certified education programmes (i.e. Basic & early childhood education, Catchup and Dropout)",879
1.3538609,-12.3123865,-22.358023,16,"Output indicator 1.1.2:  Number of eligible children and adolescents referred to formal and non-formal certified education programmes (i.e. Basic & early childhood education, Catchup and Dropout)",903
4.732428,-14.945952,-23.72243,16,Indicator 2.2: Number of girls and boys provided with educational learning materials,4826
4.733497,-14.881599,-23.743454,16,Indicator 2.3 Number of girls and boys provided with educational learning materials,4856
4.66772,-10.300397,-23.540863,16,Output indicator 1.1.1: Number of children and adolescents enrolled in learning-support services,5309
0.07264578,-12.388756,-22.25939,16,"Output indicator 1.1.3: Number of eligible children and adolescents referred to formal and non-formal certified education programmemes (i.e. formal education, Catchup and Dropout programmemes)",5311
4.667847,-10.300659,-23.540804,16,Output indicator 1.1.1: Number of children and adolescents enrolled in Learning-Support Services,5573
0.7546604,-11.8910055,-22.522274,16,"Output indicator 1.1.3: Number of eligible children and adolescents referred to formal and non-formal certified education programmes (i.e. formal education, catch-up and drop-out programmes)",5575
7.6343465,22.634083,19.00272,17,"# of service providers including health, police, judiciary, teachers, social workers received training on GBV case management and youth and adolescent friendly services",3216
7.930408,22.792637,18.503035,17,"of service providers including health, teachers, social workers received training on GBV case management and youth and adolescent friendly services",5339
8.035869,22.692202,18.919786,17,"# of service providers including health, teachers, social workers received training on GBV case management and youth and adolescent friendly services",5640
11.787115,-22.43742,25.726463,18,of people access to safe drinking water by the established pipe water distribution network systems,2953
11.595213,-22.789993,25.904022,18,of people access to safe drinking water by the pipe water distribution network systems(old & new).,3086
11.6557865,-22.36911,25.706177,18,of people access to safe drinking water by the established piped water distribution network systems,3281
8.3607435,-22.669487,26.978697,18,"# people accessing a sufficient quantity of safe water for drinking, cooking and personal hygiene",4191
8.507654,-22.940233,27.173784,18,# people accessing sufficient quantity of safe drinking water for drinking and domestic needs,5600
8.45583,-22.913673,27.204052,18,# people accessing a sufficient quantity of safe water for drinking and domestic needs,5729
-32.532642,2.9031281,-1.1566387,20,# of children 0-3 reached through home visits in Gjakove municipality,4197
-32.43377,3.5935125,-0.94771093,20,of children 0-3 reached through home visits in Gjakove municipality,4205
-32.560043,4.715168,0.48550853,20,of children 0-3 reached through home visits in Gjilan municipality (Roma Ashkali and Egyptian),4206
-32.043648,4.8752003,0.19963396,20,of children 0-3 reached through home visits in Lipjan municipality (Roma Ashkali and Egyptian),4207
0.11214916,-27.077156,-5.838037,21,Number of students and teachers provided with learning kits,2894
-0.28482464,-27.245338,-5.733153,21,Number of students provided with learning kits,2904
2.461703,-29.559664,-6.086216,21,Teachers provided with learning kits,3294
2.7833323,-29.28329,-5.864008,21,Teachers provided with teaching kits,3311
-15.348403,11.86305,27.89317,23,Unicef Targeted Children 6-59 Months In Humanitarian Situation Vaccinated Against Measles,130
-14.8449545,12.44384,27.692467,23,Number Of Unicef-Targeted Children 6-59 Months In Humanitarian Situations Who Are Vaccinated Against Measles.,131
-13.913368,14.921116,25.924229,23,Indicator 6.1: # and percentage of infants  under-1 receiving measles vaccine(# boys and # Girls,1313
-12.795681,15.217024,26.276678,23,Indicator 4. :  # of infants under-1 immunised for measles vaccine (disaggregated by sex),1441
-16.005108,13.5820675,28.08705,23,Number of UNICEF-targeted boys and girls under 1 year in humanitarian situations receiving the first dose of measles vaccine,1615
-13.905378,15.503462,26.724075,23,Indicator4. 1 #  and percent of infants under-1 receiving measles vaccine,1684
-16.613144,13.58116,27.225208,23,Number children (boys and girls) under 1 year in humanitarian situations receiving the first dose of measles vaccine,1712
-16.268751,12.741701,27.12107,23,# of targeted boys and girls children under 1 year in humanitarian situations receiving first dose of measles vaccine,1727
-14.827733,14.293544,24.933422,23,of infants under-1 who received measles vaccine (#boys: # girls),3794
-15.453197,13.365367,27.592796,23,'Number of UNICEF-targeted boys and girls under 1 year in humanitarian situations receiving the first dose of measles vaccine,3919
-16.096685,12.748719,28.195435,23,# of UNICEF-targeted boys and girls under 1 year in humanitarian  situations receiving the first dose of measles vaccine.,4436
-14.999671,14.53528,25.374804,23,Number  of infants’ under-1 who received measles vaccine (#boys: # girls),4512
-15.320554,12.849426,24.826704,23,"children aged 6 months to under 15 years who received measles vaccines (girls 2,858 & boys 2,745)",4577
-12.716132,15.886837,25.38533,23,Indicator 2.1. Number of infants under 1 received measles vaccine (#boys: # girls),4678
-13.368395,15.25955,25.308144,23,Indicator 2.1 Number of infants under-1 received measles vaccine (#boys: # girls),4684
-13.400001,16.308146,25.215645,23,Indicator 2.1. Number of infants under 1 received measles vaccine (371 boys: 401 girls),4696
-15.244258,13.059118,25.220451,23,"of children aged 6 months to under 15 years who received measles vaccines (Boys: 6,499,  Girls: 7944).",4708
-17.068913,16.340446,24.071062,23,"1.5  children under 1 year Vaccinated against measles (Boys:802 , Girls:981).",5480
-16.414486,16.141033,23.921402,23,"1.5  children under 1 year Vaccinated against measles (Boys:1,000 , Girls1,000).",5485
-17.369812,15.709773,23.355686,23,"1.5 of children under 1 year Vaccinated against measles (Boys:708 , Girls:736).",5499
-16.715809,15.777864,23.112112,23,"1.5 of children under 1 year Vaccinated against measles (Boys:1390 , Girls:1472).",5511
10.118438,6.5563,-30.477985,24,"Of Children, Adolescents, Caregivers And Leaders (Disaggregated By Sex) Participating In C4D Activities With Increased Knowledge Of Key Rights And Information",169
9.227194,7.0996065,-31.248583,24,"Of Children, Adolescents, Caregivers And Leaders Participating In C4D Activities With Increased Knowledge Of Key Rights And Information",185
7.4340796,4.763584,-31.373468,24,Of Adolescents Who Actively Participate In C4D Activities,192
10.348983,6.701182,-31.98073,24,Of Adolescents Participating In C4D Activities With Increased Knowledge On Key Rights And Information,193
9.979017,7.501911,-30.947493,24,"of children, adolescents, caregivers and leaders participating in C4D activities with increased knowledge of key rights and information",330
7.489217,4.9225817,-31.273462,24,of children and adolescents who actively participate in C4D activities,1520
9.741082,6.5115447,-31.99028,24,"of children,adolescents, participating in C4D activities with increased knowledge of key rights and information",1522
9.501446,7.0430493,-30.723337,24,"Of children, adolescents, caregivers and leaders participating in C4D activities with increased knowledge of key rights and information",1653
8.517505,-9.497377,4.5408792,25,Number Of Teachers Trained On Pss (Disaggregated By Sex).,62
8.524987,-9.54138,4.573087,25,Number of primary school teachers trained on PSS (disaggregated by sex).,417
-4.331029,-9.950865,15.113011,26,Number Of Men And Women Reached With Mre Key Messages In The Communities,76
-4.4021907,-11.7856,17.314796,26,# Of Children Boys And Girls Reached With Mre Key Messages In Schools,92
-4.6365185,-10.12763,15.017472,26,# Of Men And Women Reached With Mre Key Messages In Community,94
-6.1121087,-12.852251,16.425703,26,# Of Teachers Trained On Mre Key Messages In Schools,95
-4.722648,-12.148582,17.781858,26,Number Of Children In Reached With Mre Key Messages In Schools,107
-4.4426856,-9.865552,15.1179085,26,Number Of   Men & Women Reached With Mre Key Messages In Communities,110
-3.997544,-12.150872,17.540255,26,Number Of Children (Boys And Girls) Reached With Mre  Key Messages In Schools.,120
-6.348318,-12.827744,16.516699,26,Number Of Teachers Trained/Oriented On Mre Key Messages In Schools,122
-8.592859,-11.939883,-23.631851,27,Number of children (disaggregated by sex) regularly attending CBE classes,2879
-9.461788,-12.463824,-23.522324,27,Number of children (disaggregated by sex) enrolled in CBE classes,2880
-9.727356,-11.532492,-23.491243,27,Number of children (disaggregated by sex) enrolled CBE classes,2896
-9.31187,-12.131923,-22.821548,27,Number of children (disaggregated by sex) enrolled in  CBE classes,2899
-8.574517,-11.51096,-23.204517,27,Number of children (disaggregated by sex) regularly   attending CBE classes,2908
-9.979283,-11.042279,-21.648897,27,Number of children enrolled in CBE classes,2909
-9.063729,-10.940385,-21.707993,27,Number of children regularly attending CBE classes,2910
-9.979283,-11.042279,-21.648897,27,Number of children  enrolled in CBE classes,2945
-9.995097,-12.199831,-22.990887,27,# of children (disaggregated by sex) enrolled in  CBE classes,3308
-15.4174185,11.877045,-14.027509,28,# of children without parental or family care provided with appropriate alternative care arrangements,954
-15.517393,11.848739,-14.041814,28,Number of children without parental or family care provided with appropriate alternative care arrangements,1388
-16.866852,12.72777,-15.863479,28,Number of unaccompanied and separated children supported with alternative care arrangements,2921
-16.780457,12.66369,-15.7881975,28,Number of unaccompanied and separated children supported with alternative care arrangements (disaggregated by sex),4164
-4.2440495,-26.039541,-9.448331,29,Number of school aged children (girls & boys) provided with essential learning materials/school supplies,451
-3.695295,-26.682959,-9.382127,29,Number of school-aged children provided with essential learning materials/school supplies,510
-4.4091616,-26.610445,-9.051431,29,Number of school aged children (girls and boys) provided with essential learning materials/school supplies,547
-5.5270634,-25.939104,-12.306622,29,Number of school aged children (girls & boys) provided with essential learning materials/school supplies (Libyans and Arabic Speaking Non-Libyans),597
-5.443929,-25.934208,-12.299669,29,Number of school aged children (girls & boys) provided with essential learning materials/school supplies (Francaphone and Anglophone Non-Libyans),604
-4.5041623,-26.282804,-9.142931,29,Number of school aged children (girls & boys) provided with essential learning materials / school supplies,3867
1.6501577,7.7013106,20.177828,30,of schools in programme areas with minimum hygiene standards to prevent COVID-19 disaggregated by district and level of education,1985
1.6300683,7.7172933,20.150835,30,of schools in programme areas supported with minimum hygiene standards to prevent COVID-19 disaggregated by level of education,2735
0.9734833,-6.49003,22.335636,31,Number of girls and women receiving menstrual hygiene kits,2126
2.937174,-8.276624,21.096056,31,Indicator 1.5: Number of adolescent school going girls reached with sanitary kit and MHM lessons,4823
2.70665,-8.414416,21.231493,31,Indicator 1.5 Number of adolescent girls reached with sanitary kits and MHM lessons,4838
2.7175097,-8.416598,21.226574,31,Indicator 1.5: Number of adolescent girls reached with sanitary kits and MHM lessons,4854
0.90209126,-6.4556217,22.457306,31,# of girls and women receiving menstrual hygiene items in family hygiene kits,5183
-4.4125457,21.468914,27.584337,32,Number of under-five children with suspected pneumonia treated with antibiotics,1135
-3.088609,18.768343,27.511278,32,Indicator 6.6: Number of children U-5 treated for pneumonia in health facilities.,1328
-3.1247787,18.933659,27.96213,32,Indicator 5.10 Number of children U-5 treated for pneumonia in health facilities.,1348
-4.0770698,22.081541,27.09135,32,# of children under 5 with suspected pneumonia received antibiotics,3419
-4.255153,20.921698,26.379868,32,# of children under 5 with suspected pneumonia received antibiotic according to national protocol,4435
-1.8270602,21.635336,29.763445,32,children (girls 447 & boys 429) U5 diagnosed with pneumonia treated with appropriate antibiotics,4579
-2.0404441,21.042807,28.618107,32,"Number of U5 children with pneumonia treated with antibiotics. (boys:1,109),( girls:1,155).",4645
-1.9534463,20.411753,27.70582,32,Indicator 2.4 Number of U5 children with pneumonia treated with antibiotics (#boys: # girls).,4679
-1.9534463,20.411753,27.70582,32,Indicator 2.4 Number of U5 children with pneumonia treated  with antibiotics (#boys: # girls).,4687
-1.4180661,20.623009,30.190886,32,350 of girls & 280 boys U5 diagnosed with pneumonia treated with appropriate antibiotics,4706
-3.2999313,21.29754,26.382957,32,Number of children under-5 with suspected pneumonia receiced antibiotic according to national protocol,4733
-3.6131594,20.671474,26.69827,32,Number of children under 5 with suspected pneumonia who received antibiotic according to national protocol,5118
-0.8499057,20.75053,29.37614,32,100 of girls & boys u5 diagnosed with pneumonia treated with appropriate antibiotics,5425
-3.1126733,20.44075,29.628803,32,1.9  children  U5 diagnosed with pneumonia treated with appropriate antibiotics.,5478
-3.3146288,21.719,29.338724,32,1.9 of children U5 diagnosed with pneumonia treated with appropriate antibiotics,5484
-3.1126733,20.44075,29.628803,32,1.9 children  U5 diagnosed with pneumonia treated with appropriate antibiotics.,5496
-3.219785,20.617,28.490217,32,1.9: of children  U5 diagnosed with pneumonia treated with appropriate antibiotics.,5509
-4.064234,21.034267,29.175953,32,1.8 of children  U5 diagnosed with pneumonia treated with appropriate antibiotics.,5552
2.3045993,-5.4640365,-3.4130528,33,"#  of young women and girls, young men and boys who participate in and out of school programmes that promote gender-equitable norms, attitudes and behaviours and exercise of rights, including reproductive rights",435
0.8075141,-9.376006,-3.3602176,33,"%/# of girls and boys who report a positive change in gender equitable attitudes by sex, age (below 9, 10-14, 15-19)",2478
2.3136194,-5.4303827,-3.306144,33,"number of young women and girls, young men and boys who participate in and out of school programmes that promote gender-equitable norms, attitudes and behaviors and exercise of rights, including reproductive rights.",3241
0.7845551,-9.360941,-3.3735933,33,"percentage/number of girls and boys who report a positive change in gender equitable attitudes by sex, age (9-11 and 12-15)",3242
24.365206,-3.939811,-17.944378,34,Output indicator 2.1.4:  Number of adolescent and youth enrolled in the advanced entrepreneurship training of the social innovation incubators,855
24.733072,-4.1305637,-16.97644,34,Output indicator 2.1.5:  Number of adolescent and youth completing the advanced entrepreneurship training of the social innovation incubators,856
24.661575,-3.2777889,-17.072027,34,Output indicator 2.1.5: Number of adolescent and youth completing the advanced entrepreneurship training of the social innovation incubators,886
24.365206,-3.939811,-17.944378,34,Output indicator 2.1.4: Number of adolescent and youth enrolled in the advanced entrepreneurship training of the social innovation incubators,896
25.280968,-3.416484,-19.179995,34,Number of adolescent and youth enrolled in the advanced entrepreneurship training (UPSHIFT II & HCD) of the social innovation incubators,2970
25.196482,-2.7135854,-18.679588,34,Number of adolescent and youth completing the advanced entrepreneurship training (UPSHIFT II & HCD) of the social innovation incubators,2972
25.389524,-4.223154,-18.497625,34,Output indicator 2.1.4:  Number of adolescent and youth enrolled in the advanced entrepreneurship training (UPSHIFT II & HCD) of the social innovation incubators,3229
25.494797,-2.7333894,-17.73838,34,Output indicator 2.1.5:  Number of adolescent and youth completing the advanced entrepreneurship training (UPSHIFT II & HCD) of the social innovation incubators,3230
20.945156,-2.0094962,-19.466436,34,Adolescent boys and girls engaged in UNICEF-supported entrepreneurial and civic engagement skills development programmes in targeted districts,3662
20.940548,-2.044483,-19.236975,34,Number of adolescent boys and girls engaged in UNICEF-supported entrepreneurial and civic engagement skills development programmes in targeted districts,3817
26.31814,-3.3514922,-18.538906,34,Output indicator 2.1.3: Number of adolescent and youth enrolled in the advanced entrepreneurship training (UPSHIFT II & HCD) of the social innovation incubators.,5581
25.886717,-3.6966698,-17.61881,34,Output indicator 2.1.4: Number of adolescent and youth completing the advanced entrepreneurship training (UPSHIFT II & HCD) of the social innovation incubators,5582
25.886717,-3.6966698,-17.61881,34,Output indicator 2.1.4: Number of adolescent and youth completing the advanced entrepreneurship training (UPSHIFT II &HCD)of the social innovation incubators,5591
-7.8812838,3.4390883,-23.197575,35,Number Of Caregivers/Foster Families Attending Pss/Positive Parenting Sessions,66
-7.7302456,3.4850354,-23.224312,35,# Of Caregivers/Foster Families Attending Pss/Positive Parenting Sessions,89
-4.38644,7.8370705,-26.792068,35,Number of parents and caregivers attending positive parenting sessions in camps and host communities,2927
-4.995434,7.795412,-26.377447,35,of parents and caregivers attending positive parenting sessions in camps and host communities.,3110
-4.034842,8.041241,-26.540152,35,Number of parents and caregivers attending positive parenting sessions in camps,3944
-4.3617625,9.814927,-20.825645,35,# children and caregivers accessing mental health and psychosocial support,4065
-4.8131886,8.007963,-27.336681,35,Number of parents and caregivers attending positive parenting sessions in camps and host communities (disaggregated by sex),4170
-7.585657,3.6042879,-23.225344,35,# of caregivers/foster families that attend PSS/positive parenting sessions,4302
-4.7021875,8.465277,-26.578009,35,Number of parents and caregivers received positive parenting sessions in camps and host communities,4619
-4.3295646,9.778324,-20.8898,35,# Children and  parents/caregivers accessing mental health and psychosocial support.,5326
-17.484262,-22.469076,4.1176457,38,# of CSO staff and Youth Facilitators receiving RE ToT and other support delivered by DRC/DDG teams,1288
-17.493326,-22.483917,4.128984,38,# of CSO staff and Youth Facilitators receiving RE ToT and other support delivered by DRC teams,4157
-2.1274507,-11.561746,-16.3941,39,# of targeted children (3-10 years) accessing pre- primary or primary learning opportunities.,351
-1.9048927,-16.508705,-12.16869,39,No. of 5-6 years old children enrolled in early learning education programme,798
-1.7742115,-17.024487,-12.021255,39,No. of 7-14 years old children enrolled in early learning education programme,807
-1.0764229,-16.712479,-12.149177,39,No. of children (4-14 years old) enrolled in the early learning education programme,2544
-4.83487,-13.707392,-10.8530445,39,"# of children and youth in learning spaces in primary education, reached with MYP",3473
-4.8380275,-13.714564,-10.835627,39,"# of children and youth in learning spaces in primary education, reached with MYRP",3498
-2.1819808,-11.619951,-16.34946,39,# of targeted children (3-10 years old) accessing pre-primary or primary learning opportunities,3773
-2.7886584,-10.6692505,-18.548851,39,targeted girls and boys (6-14) supported to access quality and inclusive primary and post primary  learning opportunities,5090
-2.7827342,-10.711046,-18.469484,39,targeted girls and boys (3-17) supported to access quality and inclusive pre-primary/primary and  post primary learning opportunity,5091
-0.46608534,-31.0981,-19.426435,40,# of UASC referred for enrolment/resumption in schools and Temporary Learning Spaces (TLS).,2511
6.4544797,-26.108942,-22.363825,40,% of students successfully transitioned to appropriate grades in the hub-schools',3474
4.054474,-30.88757,-20.568913,40,% of students who are registered with a hub-schools (Asaas number),3487
5.954487,-26.3201,-22.64188,40,% of students successfully transitioned to appropriate grades in the hub-schools,3506
4.027042,-30.904696,-20.510172,40,SAREPUL % of students who are registered with a hub-schools (Asaas number),3574
6.14726,-26.971943,-22.481087,40,% of students' successfully transitioned to appropriate grades in the hub-schools',3583
-0.49306482,-31.112034,-19.40147,40,2.1.2 # of UASC referred for enrollment/resumption in schools and Temporary Learning Spaces (TLS),4490
-17.958624,10.540299,-0.47846895,41,# of cases who have been provided with primary health care services without referral.,5047
-16.959396,9.002797,-2.5540633,41,# of beneficiaries who  received  in-patient  medical  treatment from referral.,5048
-17.994114,10.46555,-0.47284684,41,Number of cases who have been provided with primary health care services without referral,5427
-16.95269,8.997147,-2.5560634,41,Number of beneficiaries who received in-patient medical treatment from referral,5431
-15.803708,7.1037445,1.0164771,41,1.1 of people received 1st outpatient consultation.,5490
-15.768536,7.118733,1.0236994,41,1.1:  of people received 1st outpatient consultation.,5539
-13.087405,28.146776,16.098871,42,Of Children Aged 6-59 Months Who Received: Vitamin A Supplements In Semester 1,205
-14.31023,28.07777,15.569067,42,Of Children Aged 6-59 Months Who Received Vitamin A %Supplements In Semester 2 In Unicef-Supported Districts,206
-11.93951,26.914965,15.073425,42,Number of children aged 6-59 months who received vitamin A supplementation,1139
-14.171211,28.670738,15.684072,42,"Of Children Aged 6-59 Months Who Received: (A) Vitamin A Supplements In Semester 1, (B) Vitamin A % Supplements In Semester 2 In Unicef-Supported Districts",1231
-12.822376,26.437214,15.693369,42,Number of children aged 6-59 months reached with Vitamin A supplementation,2230
-12.822376,26.437214,15.693369,42,Number of children aged 6- 59 months reached with Vitamin A supplementation,2237
-13.617274,26.640976,15.2100935,42,Number of children aged 24-59 months reached with Vitamin A supplementation,2239
-12.898664,27.65445,16.941986,42,of children 6-23 months provided with VITAMIN A SUPPLEMENTATION,2758
-11.184995,26.25435,15.7386675,42,Number of children aged 6-59 months received vitamin A supplementation every 6 months,3775
-12.2976675,25.85925,14.645297,42,Number of children 6-59 months old who received Vitamin A supplementation,4729
-13.648454,27.046095,16.837114,42,of children 6-59 months supplemented with vitamin A,4762
-13.207646,28.085098,13.933883,42,2.1.2 Number of children aged 6-59 months who received vitamin A supplements in semester 1,5126
