x,y,cluster,title,id
-3.9541373,32.102726,12,"Number of boys and girls participating at PSS group activities including case management, disaggregated by age, nationality and gender.",463
-3.988617,32.12268,12,"Number of boys and girls participating in PSS group activities including case management, disagregated by age, nationality and gender",592
-1.6723078,34.607956,12,Number of Children reached.,1740
-1.6873791,34.58866,12,Number of children reached,1742
75.931145,-6.6932483,13,Number  of ALP teacher receiving incentives from UNICEF,362
76.071945,-6.688772,13,of ALP teachers receiving incentives from UNICEF,414
75.93148,-6.6931086,13,Number of ALP teacher receiving incentives from UNICEF,516
38.194996,-62.058304,14,"of people (disaggregated by gender, disability & age) improving their access to water through rehabilitation of protected water sources which are now functional",648
38.273678,-64.327736,14,"of people (disaggregated by gender, disability & age) and households with improved access to safe drinking water",776
38.32613,-64.4088,14,"of people (disaggregated by gender, disability & age) with improved access to safe water sources",788
37.706436,-63.945988,14,"of people (disaggregated by gender, disability & age) provided with access to safe drinking water through water supply interventions",792
38.15121,-62.12849,14,"Number of people (disaggregated by gender, disability & age) improving their access to water through rehabilitation of protected water sources which are now functional",934
37.47336,-64.111145,14,"# of people (disaggregated by gender, disability & age) provided with access to safe drinking water through water supply interventions",962
33.658905,-64.07611,14,# of people have benefited from improved access to safe drinking and domestic water services (WASH Cluster indicator),1411
33.657,-64.095894,14,# of individuals with improved access to safe drinking and domestic water services (WASH Cluster Indicator),1413
38.135067,-62.16636,14,"Number of people (disaggregated by sex, disability and age) improving their access to water through rehabilitation of protected water sources",2205
-34.977417,-29.656363,15,"Number of men, women, boys and girls reached with key messages on GBV including available GBV referral pathways, Disaggregated by age, nationality and gender.",464
-34.219646,-34.03121,15,"Number of givernment and NGO service providers supported with capacity building on GBV prevention and response, disaggregated by age, nationality and gender.",465
-34.19276,-34.069702,15,"Number of government and NGO service providers supported with capacity building on GBV prevention and response, disaggregated by age, nationality and gender",590
-34.986443,-29.70051,15,"Number of women, men, boys and girls reached with key messages on GBV including available GBV referral pathways, disaggregated by age, nationality and gender",593
-38.279022,-33.446957,15,of GBV cases identified and referred to facilities which provides GBV services (disaggregated by age and sex),1001
-37.158493,-30.85372,15,# of girls and women who received GBV case management services,1116
-37.0455,-31.05,15,# of girls and women who received GBV case management services.,1190
-33.292477,-32.555645,15,of female and male staff working with non-GBV service providers trained on GBV prevention and response and on PSEA,1198
-33.237663,-32.669895,15,of female and male staff working for GBV service providers trained on PSEA model & GBV prevention and response,1203
-38.22156,-33.4114,15,of GBV cases identified and referred to facilities which provides GBV/VAC services (disaggregated by age and sex),2660
-61.909725,-18.855059,16,"Number of mothers, fathers and other caregivers reached with cooking demonstrations sessions",738
-61.905212,-18.864573,16,Number of mothers and caregivers reached with cooking demonstration sessions,2234
29.320858,-36.082188,17,of male and female staff received training on  Accountability to affected population (AAP),2858
31.143139,-34.52923,17,of  male and female  staff received  training on gender mainstreaming,2955
29.316635,-36.086586,17,of male and female staff received training on Accountability to affected population (AAP).,3089
31.143272,-34.529198,17,of male and female staff received training on gender mainstreaming,3200
29.320831,-36.082127,17,of male and female staff received training on Accountability to affected population (AAP),3279
31.14636,-34.528053,17,of male and female staff and volunteer received training on gender mainstreaming,3282
38.45821,67.21659,18,Output indicator 2.1.4:  Number of adolescent and youth enrolled in the advanced entrepreneurship training of the social innovation incubators,855
38.75643,67.41903,18,Output indicator 2.1.5:  Number of adolescent and youth completing the advanced entrepreneurship training of the social innovation incubators,856
38.756428,67.41903,18,Output indicator 2.1.5: Number of adolescent and youth completing the advanced entrepreneurship training of the social innovation incubators,886
38.45821,67.21659,18,Output indicator 2.1.4: Number of adolescent and youth enrolled in the advanced entrepreneurship training of the social innovation incubators,896
38.112648,68.38968,18,Number of adolescent and youth enrolled in the advanced entrepreneurship training (UPSHIFT II & HCD) of the social innovation incubators,2970
38.165825,68.32577,18,Number of adolescent and youth completing the advanced entrepreneurship training (UPSHIFT II & HCD) of the social innovation incubators,2972
39.49374,62.017296,18,of adolescents and youth engaged in informal sector and or started a small business six months completion of vocational skills programme.,3125
37.93362,67.682945,18,Output indicator 2.1.4:  Number of adolescent and youth enrolled in the advanced entrepreneurship training (UPSHIFT II & HCD) of the social innovation incubators,3229
38.390945,68.01027,18,Output indicator 2.1.5:  Number of adolescent and youth completing the advanced entrepreneurship training (UPSHIFT II & HCD) of the social innovation incubators,3230
39.05508,64.05484,18,Adolescent boys and girls engaged in UNICEF-supported entrepreneurial and civic engagement skills development programmes in targeted districts,3662
39.05151,64.04558,18,Number of adolescent boys and girls engaged in UNICEF-supported entrepreneurial and civic engagement skills development programmes in targeted districts,3817
39.483707,61.995827,18,Number of adolescents and youth engaged in informal sector and or started a small business six months completion of vocational skills programme.,3948
39.47384,61.983585,18,Percentage of adolescents and youth engaged in informal sector  and or started a small business after six months from completion of vocational skills programme.,4629
37.669346,67.87934,18,Output indicator 2.1.3: Number of adolescent and youth enrolled in the advanced entrepreneurship training (UPSHIFT II & HCD) of the social innovation incubators.,5581
38.16191,67.87641,18,Output indicator 2.1.4: Number of adolescent and youth completing the advanced entrepreneurship training (UPSHIFT II & HCD) of the social innovation incubators,5582
38.16191,67.87641,18,Output indicator 2.1.4: Number of adolescent and youth completing the advanced entrepreneurship training (UPSHIFT II &HCD)of the social innovation incubators,5591
-6.729935,-4.4548492,19,Number Of Children Reached With Awareness Raising Sessions On Child Protection And Pss (Disaggregated By Age And Sex).,60
-5.9754066,-5.0477934,19,Number Of Adults Reached With Awareness Raising Sessions On Child Protection And Pss (Disaggregated By Sex).,61
-6.6343193,-3.9516473,19,# Of Children Reached With Awareness Raising Sessions On Child Protection And Pss,87
-5.9015994,-4.306255,19,# Of Adults Reached With Awareness Raising Sessions On Child Protection And Pss,88
-6.9457364,-3.8677902,19,of children reached with awareness raising sessions on child protection and PSS,324
-6.729605,-4.455102,19,Number of children reached with awareness raising sessions on child protection and PSS (disaggregated by age and sex).,412
-5.975101,-5.0471244,19,Number of adults reached with awareness raising sessions on child protection and PSS (disaggregated by sex).,421
-6.4156027,-4.80071,19,Number of people reached with awareness raising sessions on child protection and PSS (disaggregated by age and sex).,4301
-5.5453763,-4.0648465,19,"# of adults (parents/ guardians /caretakers, community leaders, teachers, and others) reached with awareness raising sessions on child protection and PSS",4304
11.44707,12.889492,20,"# of girls, boys, women and men who participated in community-based activities promoting social cohesion (Child rights day, National days, recreational activities)",456
11.474397,12.871017,20,"Number of girls, boys, women and men who participated in community-based activities promoting social cohesion (Child rights day, National days, Recreational activities)",551
-81.06055,-22.609398,21,Number And Proportion Of Boys And Girls Aged 6 59 Months With Severe Acute Malnutrition Without Complications Admitted For Treatment.,27
-81.0609,-22.505762,21,Number And Proportion Of Boys And Girls Aged 6-59 Months With Severe Acute Malnutrition With Complications Admitted In The Stabilization Centre,28
-81.862015,-23.298,21,"# Of Children 6-59 Months Affected By Severe Acute Malnutrition Admitted To Treatment (Hpm: N4-2,)",134
-81.71634,-23.280897,21,Number Of Children 6-59 Months Affected By Severe Acute Malnutrition Admitted To Treatment (Hpm: N4-2),135
-81.7291,-23.968948,21,Number of children 6-59 months affected by Severe Acute Malnutrition admitted into treatment,342
-82.93779,-20.494146,21,Number of boys and girls aged 0-6 months at risk of malnutirtion and newly admitted for treatment in CMAM-I,690
-82.91668,-20.445803,21,Number of boys and girls aged 0-6 months at risk of malnutrition and newly admitted for treatment in CMAM-I,744
-77.54454,-23.57152,21,"Indicator 1.3 # of children, (boys and girls) under-5 with Severe Acute Malnutrition admitted in Therapeutic Feeding programmes",1321
-77.54457,-23.572277,21,"Indicator 1. 3 # of children, (boys and girls) under-5 with Severe Acute Malnutrition admitted in Therapeutic Feeding programmes",1434
-81.89102,-24.23459,21,Number of children 6-59 months admitted for treatment of severe acute malnutrition,1486
-80.065475,-24.186848,21,1.5.b Number of children 6-59 months admitted for treatment of severe acute malnutrition,1487
-79.81343,-24.319246,21,1.5.b. Number of children 6-59 months admitted for treatment of severe acute malnutrition,1491
-77.537,-23.573822,21,"Indicator 1.2 # of children, (boys and girls) under-5 with Severe Acute Malnutrition admitted in Therapeutic Feeding programmes",1679
-77.09216,-23.507374,21,"Indicator 1.5   # of children (Boys and girls with  disabilities), under-5 with Severe Acute Malnutrition admitted in Therapeutic Feeding programmes",1683
-77.90305,-23.827568,21,1.3	# of children under-5 with Severe Acute Malnutrition admitted in Therapeutic Feeding programmes,1700
-81.79292,-23.344484,21,"# of children 6-59 months affected by Severe Acute Malnutrition admitted for treatment (HPM: N4-2,)",1728
-82.95052,-21.566996,21,Number of girls and boys (6-59 months) affected by severe acute malnutrition admitted into CMAM treatment centers,1878
-81.70904,-23.245785,21,"Number of children 6-59 months affected by Severe Acute Malnutrition admitted to treatment (HPM: N4-2,)",2032
-77.092735,-23.507778,21,"Indicator 1.5 # of children (Boys and girls with disabilities), under-5 with Severe Acute Malnutrition admitted in Therapeutic Feeding programmes",2433
-82.35494,-24.144236,21,No of children aged 6-59 months with severe acute malnutrition who admitted for treatment,2809
-82.8489,-21.531172,21,Number of girls and boys (6-59 months) affected by severe acute malnutrition admitted into CMAM treatment centres,3747
-83.090645,-21.60587,21,# of girls and boys (6-59 months) affected by severe acute malnutrition admitted into CMAM treatment centers,3920
-78.66515,-26.83138,21,"Number of children, (boys and girls) under-5 with Severe Acute Malnutrition admitted in to the OTP program.",4118
-82.987434,-21.160093,21,Number of girls and boys (6-59 months) affected by severe malnutrition admitted into CMAM treatment centres,4182
-78.49081,-26.731419,21,"2.2.2 Number of children, (boys and girls) under-5 with Severe Acute Malnutrition admitted in to the OTP program",4505
-83.41155,-21.94775,21,-	# of children U5 girls and boys (6-59 months) affected by severe acute malnutrition admitted into CMAM treatment centers,4667
-78.49619,-26.757442,21,"2.2.2 Number of children, (boys and girls) under-5 with Severe Acute Malnutrition admitted into the OTP program",5128
-82.9437,-21.542248,21,#  Of girls and boys (6-59 months) affected by severe acute malnutrition admitted into CMAM treatment centres,5189
-78.51033,-26.746292,21,"2.2 Number of children, (boys and girls) under-5 with Severe Acute Malnutrition admitted into the OTP program",5205
-78.51006,-26.729687,21,"2.2 Number of children, (boys and girls) under-5 with Severe Acute Malnutrition admitted in to the OTP program",5230
-4.69222,74.363815,23,of parents and caregivers attending awareness raising sessions on fathers' engagement in children's education (total),4341
-4.697195,74.36652,23,of parents and caregivers attending awareness raising sessions on fathers' engagement in children's education (male),4342
16.333492,-76.48048,24,•	Number Of Additional People With Functional Hand Washing Facilities And Soap/Ash At Their Toilet In Targeted Rural District.,231
16.338768,-76.47164,24,Number Of Additional People With Functional Hand Washing Facilities And Soap/Ash At Their Toilet In Targeted Rural District.,263
21.430725,-77.06506,24,Number of people with improved access to sanitation facilities,785
18.314947,-77.76527,24,people with access to appropriate sanitation facilities,2608
18.355747,-77.76491,24,people with access to appropriate* sanitation facilities,2663
20.910854,-77.13713,24,Number of people with improved access to sanitation facilities.,3017
20.817324,-77.00129,24,Number of people with access to improved sanitation facilities.,4786
-34.259724,35.769295,25,"Number of children affected by migration (disaggregated by age/sex/nationality or legal status/disability type/UASC) who received protective services (disaggregated by type) (protective services: This includes psycho-social support, legal aid, referral to child protection case management, care arrangements and reintegration services for children who have been returned to their home country.)",1830
-34.246376,35.76192,25,"Number of children affected by migration (disaggregated by age/sex/nationality/disability type) who received protective services (disaggregated by type) (protective services: This includes psycho-social support, legal aid, referral to child protection case management and reintegration services for children who have been returned to their home country.).",1835
-34.50734,31.129282,25,# of girls and boys at risk including SEA risk received case management services,3666
-34.490105,31.085049,25,# of girls and boys at risk including SEA risk identified and referred to specialized services,4517
-39.178562,-76.09724,26,Number of under-five children with suspected pneumonia treated with antibiotics,1135
-36.957508,-75.319695,26,Indicator 6.6: Number of children U-5 treated for pneumonia in health facilities.,1328
-37.00117,-75.486015,26,Indicator 5.10 Number of children U-5 treated for pneumonia in health facilities.,1348
-39.36594,-76.018745,26,# of children under 5 with suspected pneumonia received antibiotics,3419
-39.02967,-75.44235,26,# of children under 5 with suspected pneumonia received antibiotic according to national protocol,4435
-37.85315,-78.089874,26,children (girls 447 & boys 429) U5 diagnosed with pneumonia treated with appropriate antibiotics,4579
-37.56258,-77.07147,26,"Number of U5 children with pneumonia treated with antibiotics. (boys:1,109),( girls:1,155).",4645
-37.340458,-76.761,26,Indicator 2.4 Number of U5 children with pneumonia treated with antibiotics (#boys: # girls).,4679
-37.340458,-76.761,26,Indicator 2.4 Number of U5 children with pneumonia treated  with antibiotics (#boys: # girls).,4687
-37.323723,-78.17375,26,350 of girls & 280 boys U5 diagnosed with pneumonia treated with appropriate antibiotics,4706
-39.077827,-75.51396,26,Number of children under-5 with suspected pneumonia receiced antibiotic according to national protocol,4733
-38.974525,-75.490974,26,Number of children under 5 with suspected pneumonia who received antibiotic according to national protocol,5118
-37.220135,-78.09442,26,100 of girls & boys u5 diagnosed with pneumonia treated with appropriate antibiotics,5425
-38.318714,-77.43871,26,1.9  children  U5 diagnosed with pneumonia treated with appropriate antibiotics.,5478
-38.469875,-76.94748,26,1.9 of children U5 diagnosed with pneumonia treated with appropriate antibiotics,5484
-38.318714,-77.43871,26,1.9 children  U5 diagnosed with pneumonia treated with appropriate antibiotics.,5496
-38.1283,-77.14889,26,1.9: of children  U5 diagnosed with pneumonia treated with appropriate antibiotics.,5509
-38.43937,-76.98875,26,1.8 of children  U5 diagnosed with pneumonia treated with appropriate antibiotics.,5552
50.60072,48.568455,28,"Output indicator 1.1.3:  Number of eligible children and adolescents referred to formal and non-formal certified education programmes (i.e. Basic & early childhood education, Catchup and Dropout)",843
50.600742,48.569218,28,"Output indicator 1.1.3: Number of eligible children and adolescents referred to formal and non-formal certified education programmes (i.e. Basic & early childhood education, Catchup and Dropout)",879
50.531147,48.641045,28,"Output indicator 1.1.2:  Number of eligible children and adolescents referred to formal and non-formal certified education programmes (i.e. Basic & early childhood education, Catchup and Dropout)",903
49.80758,44.74245,28,2.3:  # of girls and boys accessing Alternative Basic Education (ABE,2515
49.809074,44.746056,28,2.1:  # of girls and boys accessing Alternative Basic Education (ABE,2527
49.780933,44.742455,28,2.3:  # of girls and boys enrolled in targeted Alternative Basic Education (ABE,3188
46.752857,47.497334,28,Indicator 2.2: Number of girls and boys provided with educational learning materials,4826
46.7336,47.484493,28,Indicator 2.3 Number of girls and boys provided with educational learning materials,4856
50.946106,48.458412,28,"Output indicator 1.1.3: Number of eligible children and adolescents referred to formal and non-formal certified education programmemes (i.e. formal education, Catchup and Dropout programmemes)",5311
50.658123,48.688354,28,"Output indicator 1.1.3: Number of eligible children and adolescents referred to formal and non-formal certified education programmes (i.e. formal education, catch-up and drop-out programmes)",5575
61.328983,-27.13321,29,Number of artisans who completed the Turquoise Mountain Artisan Toolkit business skills training,1424
61.328617,-27.133562,29,Artisans who completed the Turquoise Mountain Artisan Toolkit business skills training,2595
38.015114,16.92574,31,"%/# of girls and boys who report a positive change in gender equitable attitudes by sex, age (below 9, 10-14, 15-19)",2478
38.028187,16.93131,31,"percentage/number of girls and boys who report a positive change in gender equitable attitudes by sex, age (9-11 and 12-15)",3242
18.6408,32.097187,32,"Output indicator 2.1.1:  Number of vulnerable adolescents (13-18) enrolled in volunteering activities, coaching and civic engagement/youth led- initiatives",840
19.349464,32.437557,32,"Output indicator 2.1.2: Number of vulnerable adolescents (13-18) completing a volunteering, coaching programme or civic engagement/youth-led initiatives",853
18.6408,32.097187,32,"Output indicator 2.1.1: Number of vulnerable adolescents (13-18) enrolled in volunteering activities, coaching and civic engagement/youth led- initiatives",882
19.381266,32.53897,32,"Output indicator 2.1.2 Number of vulnerable adolescents (13-18) completing a volunteering, coaching programme or civic engagement/youth-led initiatives",883
18.631474,32.107674,32,"Output indicator 2.1.1:Number of vulnerable adolescents (13-18) enrolled in volunteering activities, coaching and civic engagement/youth led- initiatives",894
19.261145,32.515476,32,"Output indicator 2.1.2: Number of vulnerable adolescents (13-18) completing a volunteering, coaching programme, or civic engagement/youth-led initiatives",2727
18.458202,31.43821,32,"Number of vulnerable adolescents (13-18) enrolled in volunteering activities, coaching and civic engagement/youth led- initiatives",2968
18.75963,31.179052,32,"Number of vulnerable adolescents (13-18) completing a volunteering, coaching programme or civic engagement/youth-led initiatives",2969
19.343676,31.843906,32,"Output indicator 2.1.1:  Number of vulnerable adolescents (13-18) enrolled in volunteering activities, environmental clubs, coaching and civic engagement/youth led- initiatives",3219
19.746086,32.504673,32,"Output indicator 2.1.2: Number of vulnerable adolescents (13-18) completing a volunteering, coaching programme, environmental clubs or civic engagement/youth-led initiatives",3345
18.643562,32.09443,32,"Output indicator 2.1.1: Number of vulnerable adolescents (13-18) enrolled in volunteering  activities, coaching and civic engagement/youth led- initiatives",5364
18.789022,32.7865,32,"Output indicator 2.1.1: Number of vulnerable adolescents (13-18) enrolled in volunteering activities, coaching and civic engagement/youth led- initiatives.",5580
-82.76341,12.366917,33,Of Children Aged 6-59 Months Affected By Sam Who Are Admitted Into Treatment (Whether Supported By Unicef) In Unicef-Supported Districts Disaggregated By Age,189
-82.76209,12.408698,33,Of Children Aged 6-59 Months Affected By Sam Who Are Admitted Into Treatment (Whether Or Not Supported By Unicef) In Unicef-Supported Districts,204
-84.70409,10.063528,33,Number of children aged 6-59 months wiht SAM admitted to therapeutic feeding programs,353
-81.48697,13.1102495,33,2.2.2 - Number of children aged 6-59 months with SAM who are admitted for treatment,3619
-81.4703,12.755838,33,# 2.2.2 - Number of children aged 6-59 months with SAM who are admitted for treatment,3660
-84.648895,10.135204,33,Number of children aged 6-59 months with SAM admitted to therapeutic feeding programs,3774
-81.20916,13.6509075,33,Number of children aged 6-59 months with SAM who are admitted for treatment,4099
-81.20822,13.572474,33,Number of children aged 6-59 months with SAM who are admitted for treatment.,4105
-81.66371,13.367997,33,3.1 Number of children aged 6-59 months with SAM who are admitted for treatment,4727
-81.63502,12.777193,33,3.1. Number of children aged 6-59 months with SAM who are admitted for treatment,4735
-84.62881,10.1548605,33,# of children aged 6-59 months with SAM admitted to therapeutic feeding programs,4956
-84.65367,10.140932,33,The numbers of children aged 6-59 months with SAM admitted to therapeutic feeding programs,5115
-82.034706,13.410995,33,2.2 Number of  boys and girls aged 6-59 months with SAM who are admitted for treatment,5199
-81.47868,13.014923,33,2.3  - Number of children aged 6-59 months with SAM who are admitted for treatment,5215
-81.48434,13.369146,33,2.2	Number of children aged 6-59 months with SAM who are admitted for treatment,5225
60.903755,17.992382,34,Number of students and teachers provided with learning kits,2894
60.86833,18.124557,34,Number of students provided with learning kits,2904
62.702755,15.523955,34,Teachers provided with learning kits,3294
62.516266,15.323915,34,Teachers provided with teaching kits,3311
-47.66095,25.935324,35,Percentage of children and caregivers reporting case management successfully met their needs,498
-47.606453,25.923052,35,Percentage of children and caregivers reporting case management services successfully met their needs,566
-45.139675,23.63382,35,# of children accessing appropriate case management services,704
-46.86482,23.75775,35,# of children with case management plans,2061
-46.9104,23.764961,35,Number of children with a case management plan,3026
-45.1081,23.628159,35,# of children receiving case management services,3990
-45.331554,23.592129,35,# of children accessing case management support,4452
-16.68653,47.58259,38,"Number of children, parents and primary caregivers provided with community based mental health and psychosocial support",919
-16.671104,47.53013,38,"# of children, parents and primary caregivers provided with community based mental health and psychosocial support",955
-16.678152,47.550728,38,Number of children and parents/primary caregivers provided with community based mental health and psycho-support,1012
-16.813934,47.603203,38,"No. of children, parents and primary caregivers provided with community based mental health and psychosocial support",2044
-22.558413,-47.09741,39,# Of Community Volunteers And Community Health Workers  Trained On Community C-Imci,142
-22.554058,-47.049713,39,# Of Community Volunteers  And Community Health Workers (M/F)  Trained On Community C-Imci,293
-19.470606,-50.205063,39,Number of healthcare facility staff and community health workers trained in Infection Prevention and Control (IPC),939
-17.631973,-49.712273,39,"Number of Community Health Volunteers trained in Infection, Prevention and Control (disaggregated by age, sex and disability",1088
-17.856491,-49.577225,39,"Number of community health volunteers trained in infection, prevention and control (IPC) (disaggregated by sex, age and disability)",2207
-19.47684,-50.309673,39,Number of health care facility staff and community health workers trained on Infection Prevention and Control (IPC),4187
-19.496248,-50.418205,39,-	Number of health care facility staff and community health workers trained on Infection Prevention and Control (IPC),4438
-27.700098,-20.126898,40,# of women and girls benefited from dignity kits,2145
-27.724495,-20.2085,40,Number of women and girls who received dignity kits,4634
-31.651133,-16.117277,40,Indicator 3.1: % women and men in programme locations who believe that FGM/C should be eliminated who participate in and facilitate dialogue sessions,5028
-30.712715,-15.914029,40,Indicator 3.4: Number of communities that have participated in a public declaration of support for the abandonment of FGM/C,5031
-31.60993,-16.192808,40,Indicator 3.1: # of women and men in programme locations who believe that FGM/C should be eliminated who participate in and and facilitate dialogue sessions,5168
-30.579325,-15.8152895,40,Indicator 3.5: # of community members who have participated in a public declaration of support for the abandonment of FGM/C,5271
-27.772364,-20.264019,40,# of women and girls who received dignity kits.,5607
5.460746,-61.86579,41,"Number Of People Reached With Hygiene Promotion (Disaggregated By Children (Boys/Girls); Men, Women, Disability)",247
5.212971,-61.710968,41,"Number of people reached with hygiene promotion (disaggregated by sex, boys, girls, men, women, disability)",625
5.460878,-61.865295,41,"Number of people reached  with hygiene promotion  (disaggregated by children  (boys/girls); men, women,  disability)",632
5.4610286,-61.865185,41,"Number of people reached with hygiene promotion (disaggregated by children (boys/girls); men, women, disability)",637
5.2626233,-61.913967,41,"Number of people reached with hygiene promotion (disaggregated by children (boys/girls), men, women, disability",666
5.170223,-61.743603,41,"Number of people reached with hygiene promotion (disaggregated by sex, boys, girls, disability)",676
30.601477,-15.448421,42,# of men & women teachers/ social workers in schools trained on CP approaches include PSEA,1209
30.403389,-15.63073,42,# of women and men teachers/ social workers in schools trained on CP approaches and PSEA.,3679
30.512121,-15.578349,42,# of women and men teachers/ social workers in schools trained on CP approaches include PSEA,4526
-97.03363,-17.760666,43,Of Children Aged 6-59 Months Who Received: Vitamin A Supplements In Semester 1,205
-97.637856,-17.600775,43,Of Children Aged 6-59 Months Who Received Vitamin A %Supplements In Semester 2 In Unicef-Supported Districts,206
-94.482635,-22.428633,43,2.4 Total number of children 6-11 months given Vit-A half-yearly,1083
